num,category,news
1150,7,한국 남녀 태권도대표팀이 올림픽 태권도 경기 첫 날 ..'노골드'에 그쳤다... .. .. .. .. 세계 랭킹 1위 장준은 24일 일본 지바현 마쿠하리 메세 A홀에서 열린 2020 도쿄올림픽 태권도 남자 58㎏급 준결승에서 세계 23위인 복병 모하메드 젠두비(튀니지)에 18-25로 패했다... 장준은 동메달 결정전에서 생애 첫 올림픽 메달에 도전한다...
1151,7,[헤럴드경제=홍석희 기자] 2020도쿄 올림픽에서 대한민국에 첫 금메달을 안겨준 김제덕 선수에게 ..‘코로나19’ 창궐은 오히려 기회였다... 2019년 김제덕 선수는 올림픽 국가대표 선발전에서 어깨 재활치료를 이유로 기권을 택했다... 그러나 코로나19 확산으로 올림픽 자체가 연기되는 초유의 사태가 닥치자 김제덕은 이를 기회로 국가대표가 됐다... ..
1152,7,[아시아경제 류태민 기자] 코로나19 백신을 접종하지 않은 미국 수영대표팀 선수가 도쿄 올림픽에 출전한 것을 놓고 논란이 되고 있다고 AP통신이 23일(현지시간) 보도했다... .. .. .. ..유력 메달 주자로 꼽히는 미 수영선수 마이클 앤드루는 앞서 지난 8일 언론 인터뷰에서 ..“올림픽 한 달을 앞두고 접종 시 어떤 반응이 올지 모르는 물질을 내..
1153,2,[사진=연합뉴스]    23일 일본 도쿄 신주쿠 국립경기장에서 열린 2020 도쿄올림픽 개막식에서 성화대가 타오르고 있다. ? 유대길 기자 dbeorlf123
1154,7,"사격 국가대표 박희문(20·우리은행)과 권은지(19·울진군청)가 24일 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 여자 10ｍ 공기소총 결선에 진출했다... 이들은 본선에서 각각 2위, 4위를 차지했다... 결선에는 본선 상위 8명의 선수가 진출한다... .. .. .. ..박희문은 6시리즈(60발·만점 654점) 합계 631.7점, 권은지는 합계 6.."
1155,2,"[헤럴드경제=박승원 기자] 박희문·권은지, 도쿄올림픽 여자 10ｍ 공기소총 결선 진출    onlinenews"
1156,7,[사진=연합뉴스]    24일 도쿄 아사카 사격장에서 열린 여자 10m 공기소총 예선을 통과한 한국 권은지가 기뻐하고 있다. ? 유대길 기자 dbeorlf123
1157,7,"[헤럴드경제] 2020 도쿄올림픽 첫 메달을 한국 사격 국가대표 선수인 박희문(20·우리은행)과 권은지(19·울진군청)가 차지할 가능성이 커졌다... .. .. .. .. 박희문과 권은지는 24일 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 여자 10ｍ 공기소총 본선을 각각 2위, 4위로 통과해 결선에 진출했다... 박희문은 6시리즈(60발·만점 654.."
1158,7,"2020 도쿄올림픽 첫 금메달이 나올 사격 여자 10m 공기소총에서 박희문(20·우리은행)과 권은지(19·울진군청)가 나란히 결선에 진출했다... 1992년 여갑순, 2000년 강초현에 이어 여자 사격에서 메달을 따낼 지 주목된다. .. ..24일 일본 도쿄 아사카 사격장에서 열린 2020 도쿄 올림픽 사격 여자 10m 본선에서 박희문은 631.7점, .."
1159,1,[헤럴드경제] 그룹 방탄소년단(BTS)이 SBS TV 간판 뉴스 프로그램 ..'8뉴스'에 출연한다... .. .. .. .. SBS TV는 24일 ..방탄소년단이 오늘 SBS 본사 뉴스 스튜디오를 방문해 김용태 앵커와 대담을 진행한다고 밝혔다... 방탄소년단의 ..'8뉴스' 출연은 지난 2018년에 이어 두 번째다... .. .. .. .. 방탄소년..
1160,7,"한국 사격 국가대표 선수들이 2020 도쿄올림픽 첫 메달에 한걸음 더 다가섰다... .. .. .. ..사격 국가대표 박희문(20)과 권은지(19)는 24일 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 여자 10ｍ 공기소총 본선을 각각 2위, 4위로 통과해 결선에 진출했다... 박희문은 6시리즈(60발·만점 654점) 합계 631.7점, 권은지는 합계 .."
1161,7,"2020 도쿄올림픽에서 한국 선수단 첫 메달 사냥에 도전했던 여자 10m 공기소총이 아쉽게 대회를 마쳤다... .. .. .. ..여자 10m 공기소총의 권은지(19·울진군청)와 박희문(20·우리은행)은 24일 도쿄 아사카 사격장에서 열린 대회 결선을 각각 7위, 8위로 마쳤다... .. .. .. ..예선 결과가 좋았기에 아쉬움이 컸다... 박희문은 .."
1162,2,MBC가 도쿄올림픽 개회식 중계 과정에서 각국 선수단과 관련해 부적절한 사진을 사용해 논란이 일고 있다... 이에 대해 MBC는 물의를 빚은 것에 대해 거듭 사과하면서 ..'변명의 여지가 없는 잘못'이라는 입장을 강조했다... .. .. .. ..MBC는 24일 입장문을 내고 ..23일 밤 도쿄올림픽 개회식을 중계방송하면서 국가 소개 영상과 자막에 일..
1163,7,24일 도쿄 지오다구 일본무도관에서 열리는 도쿄올림픽 유도 여자 48㎏급 경기 전 마지막 훈련... 한국 여자 유도 48㎏급 ..'간판' 강유정(25)이 하얗게 삭발한 모습으로 등장했다... .. .. .. ..강유정의 삭발은 계체를 앞두고 이뤄졌다... 유도계 관계자는 ..강유정은 어제 계체 통과를 위해 마지막으로 체중 감량을 하다가 머리카락까지 모..
1164,2,"미국과 중국의 갈등이 반도체를 비롯한 기술·산업에서 스포츠로 확산될 조짐이다... .. .. .. .. ..미국 의회 의원들이 ..인권탄압 국가에서 올림픽이 열려선 안 된다며 토마스 바흐 국제올림픽위원회(IOC) 위원장에게 관련 내용을 담은 서한을 보냈다. .. .. .. ..23일(현지시간) 로이터통신에 따르면 제프 머클리(민주), 마르코 루비오(.."
1165,2,[머니투데이 권다희 기자] .. ..나루히토 일왕이 도쿄올림픽 개회선언에서 기존에 사용돼 온 ..'축하' 대신 ..'기념'이라는 표현을 사용했다... .. .. ..24일 니혼게이자이신문 등에 따르면 나루히토 일왕은 전날 밤 도쿄도 신주쿠구의 국립경기장에서 열린 올림픽 개회 선언식에서 ..나는 이곳에서 제 32회 현대 올림피아드를 기념하는 도쿄 대회의..
1166,7,펜싱 여자 에페 국가대표 최인정이 24일 일본 마쿠하리 메세홀에서 아이자나트 무르타자에바(ROC)와 도쿄올림픽 예선 중 땀을 닦고 있다... 최인정은 11-15로 패했다... 연합뉴스 .. .. .. .. 여자 펜싱 최정상급 선수인 최인정(31·계룡시청)과 강영미(36·광주서구청)가 도쿄올림픽 32강에서 동시 탈락했다... .. .. .. .. 최인정은..
1167,7,"도쿄올림픽 개막 다음날인 24일 한국 선수들의 메달 사냥이 시작됐다... 최대 6개의 금메달을 딸 가능성이 있는 가운데 사격 국가대표 박희문(20·우리은행)과 권은지(19·울진군청)이 이날 나란히 결선에 진출, 첫 금메달을 안겨줄 지 주목된다... 사격 여자 10m 공기소총은 도쿄올림픽 전체를 통틀어 첫 금메달이 나오는 종목이다... 우리 선수가 영광을.."
1168,7,"24일 일본 도쿄 아사카 사격장에서 열린 남자 10m 공기권총 결선에서 한국 김모세(국군체육부대)가 사격 준비를 하고 있다... 김모세는 결선에서 115.8점으로 8위를 기록했다... 연합뉴스 김모세(23·국군체육부대)가 처음으로 출전한 올림픽에서 결선에 진출했지만, 메달을 가져가지는 못했다... .. .. .. .. 김모세는 24일 일본 도쿄 아사카 .."
1169,2,"중국, 개막식 지도에 문제 제기 .. ..대만·남중국해 포함 안된 듯 .. ..중 ..“오류 정정하라” ..중국이 도쿄 올림픽 중계에서 중국을 ..“불완전한 지도”로 표시했다며 미국 NBC 방송에 강력 항의했다. ..24일(현지시간) 로이터 통신에 따르면 미 뉴욕 주재 중국 영사관은 이날 성명을 내고 미국 NBC 방송의 이같은 표시가 ..“중국인의 품위.."
1170,2,MBC 방송화면 캡처 MBC가 2020 도쿄하계올림픽 개회식 중계방송에서 부적절한 그래픽을 사용해 물의를 빚은 것에 대해 거듭 사과했다... .. .. .. .. MBC는 24일 입장문을 내고 ..“23일 밤 도쿄올림픽 개회식을 중계방송하면서 국가 소개 영상과 자막에 일부 부적절한 사진과 표현을 사용했다며 ..“해당 국가 국민과 시청자 여러분께 정중히..
1171,7,한 판 한 판 새로 하는 기분으로 하자고 했다. 생애 첫 금메달을 따고도 여유로웠다... 양궁 대표팀의 막내 김제덕(경북일고)과 안산(광주여대)이다... 어려웠던 순간이 언제였냐는 질문에 담담한 얼굴로 ..딱히 신경 쓰지 않았다라고 말했다... .. .. .. ..두 선수는 24일 일본 도쿄의 유메노시마공원 양궁장에서 열린 2020 도쿄올림픽 양..
1172,7,루마니아 대표팀으로 출전한 김소니아(오른쪽)가 24일 중국과의 도쿄올림픽 3X3 농구 경기에서 드리블하고 있다... 도쿄=AP연합뉴스 여자프로농구 우리은행에서 뛰고 있는 김소니아(28)가 도쿄올림픽에 등장해 한국팬들의 눈길을 사로잡았다... 김소니아가 3X3 농구 종목에 루마니아 대표로 출전한 것이다... .. .. .. .. 한국인 아버지와 루마니아인..
1173,7,'2020 도쿄올림픽' 첫날인 24일 대한민국의 ..'골든데이'가 예상됐지만 메달 후보들이 줄줄이 탈락했다... 최대 6개의 금메달이 쏟아질 수 있다는 전망도 나왔지만 한국 선수단은 기대만큼 메달 사냥에 실패했다... .. .. .. .. 양궁과 함께 가장 확실한 금메달 종목은 사격 남자 10m 공기권총이었다... ..'사격의 신' 진종오(42·서울시청..
1174,7,"박력 넘친 ..‘파이팅 보이’ 김제덕(17)이 도쿄의 양궁장을 집어삼켰다... 안산(20)과 함께 2020 도쿄올림픽에서 가장 먼저 금메달을 목에 건 그는 최초의 올림픽 혼성전 금메달리스트이자, 한국 남자 양궁 최연소 메달리스트가 됐다... 한국 양궁 역사를 새로 쓴 한국 선수단의 첫 스타 탄생이다. ..김제덕은 24일 일본 도쿄 유메노시마 양궁장에서 .."
1175,7,한국 양궁 대표팀이 혼성단체 준결승에서 멕시코를 이기고 결승에 진출했다. .. ..24일 일본 도쿄 유메노시마공원 양궁장에서 열린 도쿄올림픽 혼성 단체전 4강에서 한국의 안산(20·광주여대)과 김제덕(17·경북일고)은 멕시코를 상대로 세트 스코어 5-1 승리를 거뒀다. .. ..결승은 같은 날 오후 4시45분 열릴 예정이다. .. ..안산과 김제덕은 도..
1176,7,예천 경북일고 재학 중에 금메달 쾌거 .. ..17세3개월에 ..‘병역 면제’ 김제덕 ..24일 열린 2020 도쿄올림픽 양궁 혼성에서 금메달을 딴 고등학생 김제덕(17)은 이번 올림픽이 자신이 출전한 첫 성인 국제대회였다. ..그는 지난해 대회 선발전을 어깨 부상으로 포기했다가 코로나19로 대회 개막이 1년 미뤄지면서 대표팀에 발탁되는 행운을 누렸다...
1177,7,"어젯밤에 돼지, 용은 아니었지만 뱀 꿈을 꿨어요... 한 마리도 아니고 여러 마리 있었죠. 양궁 대표팀 막내는 벌써 또 다른 금메달을 생각하고 있었다... 안산(광주여대)과 함께 올림픽 첫 양궁 혼성 금메달을 합작한 열일곱 살 김제덕(경북일고)이다... 생애 첫 올림픽 메달을 걸고 가진 기자회견에서 다관왕의 욕심을 우회적으로 나타냈다... .. .."
1178,7,"김제덕(17·경복일고)을 금메달로 이끈 비결 중 하나는 ..‘뱀 꿈’이었다... 24일 도쿄올림픽 양궁 혼성 단체전에서 안산(20·광주여대)과 함께 금메달을 목에 건 김제덕은 경기 후 공식 기자회견에서 ..“경기를 앞두고 돼지 꿈, 용 꿈은 못 꿨는데 뱀이 나오는 꿈을 꿨다... 한 마리도 아니고 여러 마리가 나왔다... 좋은 기운을 받은 것이라 생각하.."
1179,7,24일 오전 일본 무도관에서 열린 남자 유도 60kg급 예선 8강 대한민국 김원진 대 카자흐스탄 옐도스 스메토프의 경기에서 김원진이 패한 후 아쉬워하고 있다... 유도 경량급 간판 김원진(29·안산시청)이 아쉽게 메달 획득에 실패했다... .. .. .. .. 김원진은 24일 일본 도쿄 지요다구 일본무도관에서 열린 도쿄올림픽 유도 남자 60㎏급 패자부활..
1180,7,"'의지만 있으면 못할 건 없지'라고 생각했다. 김제덕(경북일고)과 함께 올림픽 첫 양궁 혼성 금메달을 합작한 안산(광주여대)의 회고다... 생애 첫 올림픽 메달을 걸고 가진 기자회견에서 ..부담이 있었지만, 최선을 다해 경기했다라고 말했다... .. .. .. ..안산은 24일 일본 도쿄의 유메노시마공원 양궁장에서 열린 2020 도쿄올림픽 양궁 .."
1181,2,MBC가 2020 도쿄올림픽 개막식을 생중계하면서 각국 선수단을 소개하는 자료 화면에 부적절한 사진과 자막을 사용해 논란이 일고 있다... .. .. .. ..MBC는 24일 ..“해당 국가 국민과 시청자 여러분께 정중히 사과드린다”며 ..“당사국에 대한 배려와 고민이 크게 부족했고 검수 과정도 부실했다”고 사과했지만 지난 2008년 베이징 올림픽 당시..
1182,2,개막 전부터 각종 논란에 휩싸인 채 출발한 2020 도쿄올림픽에 태풍까지 덮칠 것으로 보여 ..‘악재’가 잇따르고 있다... 8호 태풍 ..‘네파탁’(NEPARTAK)이 올림픽이 열리는 도쿄를 관통할 것으로 전망되면서다... 축구 등 야외에서 펼쳐지는 경기들은 연기가 불가피할 가능성이 나온다. .. ..24일 일본 기상청은 현재 오가사와라(小笠原)제도 ..
1183,2,국제올림픽위원회(IOC)가 2020 도쿄올림픽 홈페이지의 크림반도 표기에 대한 우크라이나의 항의를 곧바로 받아들여 수정했다... 물론 러시아 정부는 거세게 반발했다. ..일본의 독도 표기에 대한 한국의 항의를 정치적인 주장이라며 받아들이지 않은 것과 너무도 대조된 반응이라 의아하기 짝이 없다... 이중잣대라 할 수 밖에 없다... 결국 IOC가 일본의 ..
1184,7,"김제덕(17·경북일고)과 안산(20·광주여대)이 한국 선수단의 도쿄올림픽 첫 금메달을 합작했다. .. .. .. ..김제덕과 안산은 24일 일본 도쿄의 유메노시마공원 양궁장에서 열린 혼성전 결승전에서 네덜란드의 스테버 베일러르-가브리엘라 슬루서르 조에 5-3(35-38, 37-36, 36-33, 39-39) 역전승을 거뒀다... 동메달은 터키를 6-2(.."
1185,2,어젯밤 도쿄올림픽 개회식이 열렸지만 해외 언론은 전 세계인의 축제와 어울리지 않는다는 반응이 많았습니다... .. .. ..코로나19로 고군분투하는 의료진의 희생을 고려해 잔치 분위기로 연출할 수 없었던 개회식은 관중석이 텅 빈 운동장을 선수단이 행진하는 등 내내 정적이 흘렀는데요... .. .. ..해외 언론매체 관계자와 누리꾼 등은 ..장례식장에 ..
1186,7,2020 도쿄올림픽 남자축구 첫 경기 충격패로 벼랑 끝에 선 김학범 올림픽축구대표팀 감독이 루마니아와 2차전에 모든 걸 쏟겠다고 각오를 밝혔다... .. .. .. .. 25일 오후 8시 일본 이바라키 가시마 스타디움에서 루마니아와 대회 남자축구 B조 조별리그 2차전을 앞둔 김 감독은 24일 대한축구협회를 통해 ..이제 우리도 물러설 곳이 없다... ..
1187,7,한국 남자 유도 경량급 간판 김원진(29·안산시청)이 2번째 올림픽 무대에서도 메달을 메치는 데 실패했다. ..김원진은 24일 일본 도쿄 부도칸에서 열린 도쿄올림픽 유도 남자 60㎏급 패자부활 동메달 결정전 루카 맥헤이제(프랑스)와의 경기에서 연장 접전 끝에 지도를 3개 받아 반칙패로 무릎을 꿇었다... 정규시간 4분 동안 지도 1개를 받고 승부를 가리..
1188,7,도쿄올림픽 양궁 3관왕을 각각 노리는 대표팀 막내 김제덕(17·경북일고)과 안산(20·광주여대)이 한국 선수단에 이번 대회 첫 금메달을 안겼다... .. .. .. ..김제덕과 안산은 24일 일본 도쿄 유메노시마 공원 양궁장에서 열린 혼성단체전 결승전에서 네덜란드의 스테버 베일러르-가브리엘라 슬루서르를 5대3(35-38 37-36 36-33 39-39)..
1189,7,"펜싱 사브르 세계 1위 오상욱(26)의 멘토는 김정환(38)이다... 그는 ..“김정환 선배처럼 되고 싶다”고 말한다... 묵묵하게 검객의 길을 걸어온, 그래서 후배들의 존경을 한 몸에 받는 선수가 김정환이다... .. .. ..김정환은 24일 일본 지바의 마쿠하리 메세에서 열린 2020 도쿄올림픽 펜싱 사브르 남자 개인전 동메달 결정전에서 현란한 발놀.."
1190,7,한국 펜싱 남자 사브르 대표팀의 맏형 김정환(38·국민체육진흥공단)이 2020 도쿄올림픽 개인전 동메달을 목에 걸었다... .. .. .. .. 김정환은 24일 일본 지바의 마쿠하리 메세에서 열린 도쿄올림픽 남자 사브르 개인 동메달 결정전에서 산드로 바자제(조지아)를 15-11로 따돌리고 3위에 올랐다... .. .. .. .. 2012 런던 대회 단체..
1191,7,한국 승마 선수로는 유일하게 2020 도쿄올림픽에 출전한 김동선(32)이 결선 진출에 실패했다... 24일 일본 도쿄의 마사공원에서 열린 도쿄올림픽 마장마술 개인전 예선에서 말 ..'벨슈타프'와 함께 나서 63.447%를 기록했다... A조 아홉 명 가운데 8위를 했다... .. .. .. ..이번 대회에서 마장마술은 쉰아홉 명이 여섯 조로 나뉘어 예선..
1192,7,한국 펜싱의 맏형 김정환(38·국민체육진흥공단)이 ..나이는 숫자에 불과하다는 사실을 다시 한번 증명했다... .. ..김정환은 24일 일본 지바의 마쿠하리 메세에서 열린 도쿄올림픽 남자 사브르 개인 동메달 결정전에서 산드로 바자제(조지아)를 15-11로 따돌리고 3위에 올랐다... 대한민국 대표팀의 첫 동메달이다... 그는 2012 런던 대회 단체..
1193,7,[헤럴드경제] 한국 여자탁구의 ..'막내' 신유빈(대한항공)이 2020 도쿄올림픽 도전을 순조롭게 시작했다... .. .. .. .. 신유빈은 24일 일본 도쿄체육관에서 열린 대회 여자 개인 단식 1회전에서 첼시 에질(가이아나)을 4-0(11-7 11-8 11-1 12-10)으로 완파했다... .. .. .. .. 신유빈의 2회전 상대는 니시아렌(룩셈부..
1194,7,"[앵커] .. ..개막식도 그랬고 경기장에서도 관중 없이 진행이 되다 보니까 썰렁하다는 느낌을 받는데, 경기장 바깥은 또 그렇지 않다고 합니다. .. ..사람들이 몰려서 코로나 방역이 우려되기도 한다는데요. .. ..다음주에는 태풍이 예보돼 있어서 이런저런 걱정거리가 있는 올림픽입니다. .. ..도쿄에서 황현택 특파원이 취재했습니다. .. .. ..[리.."
1195,7,"[헤럴드경제=홍석희 기자] 한국 펜싱계의 맏형 김정환이 마침내 값진 동메달을 목에 걸었다... 김정환은 기대를 모았던 첫날 한국 펜싱계의 자존심을 지켰고, 그가 8강전과 4강전 그리고 동메달 결승전에서 보여준 투지는 오래도록 인구에 회자될 것으로 전망된다... .. .. .. .. 김정환은 24일 저녁 일본 지바 마쿠하리 메세 B홀에서 열린 2020 도.."
1196,7,"양궁 혼성 단체전에서 금메달 획득한 김제덕(왼쪽), 안산 ..[사진=연합뉴스 제공] .. .. .. ..안산 선수는 얼음장같이 차갑고, 김제덕 선수는 아주 뜨겁습니다. .. .. .. ..도쿄 올림픽 양궁 혼성단체전 중 한 해설자가 안산·김제덕 선수를 두고 이같이 표현했다... 각각 20살과 17살로 이번 올림픽에 처음 출전한 두 선수는 이른바 MZ.."
1197,7,펜싱 남자 사브르 대표팀의 맏형 김정환(국민체육진흥공단)이 3회 연속 올림픽 메달을 거머쥐었다... 24일 일본 지바의 마쿠하리 메세에서 열린 2020 도쿄올림픽 남자 사브르 개인 동메달 결정전에서 조지아의 산드로 바자제를 15-11로 이겼다... .. .. .. ..김정환은 전반까지 7-10으로 밀리며 고전했으나 막고 때리기로 내리 득점하면서 승기를 ..
1198,7,"도쿄올림픽 개막 첫날을 가장 뜨겁게 달군 것은 한국 양궁 대표팀 막내 ..‘신궁(神弓)’의 젊은 피였다... 이들의 화살은 수시로 방향이 바뀌는 바닷바람을 뚫고 거침없이 과녁 한가운데에 꽂혔고, 선배들은 혀를 내둘렀다... .. .. .. ..고등학교 2학년 김제덕(17·경북일고)과 대학교 2학년 안산(20·광주여대)이 23일 도쿄올림픽 양궁 랭킹라운드.."
1199,2,"역사상 가장 불운했던 올림픽 성화 릴레이가 힘겹게 끝을 봤다... 지난해 3월 12일 그리스 올림피아에서 성화가 채화된 지 무려 499일 만에, 최종 주자로 선택된 일본 여자 테니스 간판 스타 오사카 나오미(24)의 손에 성화대로 옮겨졌다... 성화는 지난해 채화 후 일주일간 그리스를 누비다 특별수송기로 일본에 도착했지만, 그로부터 불과 나흘 후 올림픽.."
1200,1,"KBS가 도쿄 올림픽 개막식 시청률 1위를 차지했다. ..23일 방송된 KBS 1TV 2020 도쿄 올림픽 개막식 중계 시청률이 8.4%(닐슨코리아, 전국기준)로 올림픽 중계 방송에서 압도적 1위를 기록했다... KBS는 지난 2018 평창 동계올림픽 개막식에 이어 이번 도쿄 올림픽에서도 1위를 기록, 스포츠중계의 명가임을 다시 한번 입증했다. ..이날.."
1201,1,"KBS가 도쿄 올림픽 개막식 시청률 1위를 차지했다. .. ..23일 방송된 KBS1 2020 도쿄 올림픽 개막식 중계 시청률이 8.4%(닐슨코리아, 전국기준)로 올림픽 중계 방송에서 압도적 1위를 기록했다... KBS는 지난 2018 평창 동계올림픽 개막식에 이어 이번 도쿄 올림픽에서도 1위를 나타냈다. .. ..이날 방송은 스포츠 방송계의 국가대표로.."
1202,2,[사진=연합뉴스]    양궁 국가대표 김제덕과 안산이 24일 일본 도쿄 유메노시마 공원 양궁장에서 열린 도쿄올림픽 혼성 결승전에서 금메달을 목에 걸고 포즈를 취하고 있다. 유대길 기자 dbeorlf123
1203,7,"<앵커> .. .. .. .. .. ..코로나 시대 첫 올림픽, 도쿄올림픽이 개막했습니다... 개회식은 내빈과 취재진만 입장한 가운데, 무관중으로 진행됐습니다... 배구 여제 김연경과 수영 샛별 황선우를 앞세워 103번째로 입장은 우리 선수단은 금메달 7개 이상을 목표로 하고 있습니다... .. .. .. .. .. ..도쿄에서 유병민 기자입니다... .."
1204,7,도쿄올림픽 양궁 3관왕을 각각 노리는 대표팀 막내 김제덕(17·경북일고)과 안산(20·광주여대)이 결승에 올라 은메달을 확보했다... .. .. .. ..김제덕과 안산은 24일 일본 도쿄 유메노시마 공원 양궁장에서 열린 혼성단체전 4강전에서 멕시코의 루이스 알바레스-알레한드라 발렌시아를 5대1(37-37 39-37 38-36)로 꺾고 결승에 진출했다...
1205,7,한국 유도 여자 48㎏급 대표 강유정(25·순천시청)은 24일 경기 전 깜짝 삭발 모습을 선보였다... 전날 공식 계체를 앞두고 몸무게가 줄지 않자 머리카락을 아예 밀어버린 것이다... 머리카락을 포기하며 경기에 나섰으나 아쉽게 첫 판(32강전)에서 패했다... 스탄가르 마루사(슬로베니아)에게 먼저 절반을 얻었으나 그만 세로누르기 한판을 내주고 말았다...
1206,4,"- 도쿄 올림픽 기간, 복권 추첨 생방송 시간 변경 ..- 주요 경기 종료 후 로또, 연금복권 추첨 생방송 예정 .. .. ..복권수탁사업자 ..㈜동행복권(대표 조형섭, 김세중)은 도쿄 올림픽 기간 동안 로또, 연금복권 추첨 생방송 편성시간이 변경된다고 23일 밝혔다... .. .. ..올림픽 중계방송 상황에 따라 현행과 같이 로또복권은 저녁 8시 45.."
1207,7,2020 도쿄 올림픽 개회식에서 스타들이 자국을 대표해 선수단 기수로 나섰다... .. .. .. .. 23일 오후 일본 도쿄의 올림픽 스타디움(신국립경기장)에서 열린 개회식에서는 206개 선수단이 차례로 입장했다... .. .. .. .. 미국프로농구(NBA)에서 뛰는 몸값 높은 스타 선수들이 호주와 개최국 일본의 기수로 나서 눈길을 끌었다... ..
1208,7,"[앵커] ..도쿄올림픽 양궁 금메달 5개를 정조준한 우리 대표팀이 쾌조의 출발을 신고했습니다. .. ..특히 남녀 모두 막내 선수가 랭킹라운드 1위를 차지하며, .. ..사상 첫 올림픽 양궁 3관왕 도전에 나서게 됐습니다. .. ..조태현 기자가 보도합니다. .. ..[기자] ..순위결정전인 랭킹라운드 무대에 선 여자 양궁 대표팀의 막내 안산, .. .."
1209,2,"일왕, 개회 선언 .. ..‘축하’ 대신 ..‘기념’ 단어 사용 .. ..코로나 상황 고려한 듯 .. ..64년 대회때 조부는 ..‘축하’ 사용 ..도쿄올림픽 개막식에서 나루히토 일왕이 ..‘축하’ 표현 없이 개회 선언을 했다. ..23일 오후 도쿄도 신주쿠구 소재 올림픽 스타디움(신 국립경기장)에서 열린 올림픽 개회식에 참석한 일왕은 ..“나는 이곳에.."
1210,2,2020 도쿄 올림픽이 23일 도쿄 신주쿠 올림픽스타디움에서 열린 개회식을 시작으로 17일간의 열전에 돌입했다... 신종 코로나바이러스 감염증 영향으로 관중 없이 각국 선수단과 귀빈 등 일부만이 참석했다... 대회 개막을 축하하는 불꽃이 터지는 가운데 1964년 도쿄 올림픽에서 각국 선수들이 가져온 씨앗으로 자란 나무를 사용한 오륜기 모형을 만드는 공연..
1211,7,"도쿄올림픽 개회식 선수단 입장은 일본어 가타카나 순으로 진행됐다... 올림픽 전통대로 가장 먼저 그리스가 나섰고, 이어 난민 대표팀이 등장했다... .. .. .. ..한국 선수단은 103번째로 입장했다... 전체 206국 중 한가운데 순서... 김연경(33·배구)과 황선우(18·수영)가 큼지막한 태극기를 함께 들었다... 총 355명(선수 233명, .."
1212,1,"신종 코로나바이러스 감염증(코로나19)에 확진된 tvN ..‘유 퀴즈 온 더 블럭(’유퀴즈’)’ 스태프와 동선이 겹쳐 감사를 받은 방송인 유재석이 24일 음성 판정을 받았다... 하지만, 자가격리 조치로 그가 출연하는 방송은 줄줄이 촬영이 취소됐다. ..소속사인 안테나뮤직에 따르면 음성 판정을 받은 유재석은 현재 건강상 특이사항은 없다... 그는 방역 .."
1213,2,MBC가 2020 도쿄올림픽 개막식을 중계하며 각 국가를 소개하는 자료화면으로 부적절한 사진을 사용한 것에 공식 사과했다. .. ..24일 오전 MBC는 공식 보도자료를 통해 ..해당 국가 국민과 시청자 여러분께 정중히 사과드린다라며 고개를 숙였다... .. .. .. ..MBC는 ..7월 23일 밤 도쿄 올림픽 개회식을 중계방송하면서 국가 소개 ..
1214,7,"24일 일본 도쿄 아사카 사격장에서 열린 여자 10m 공기소총 본선에 출전한 대한민국 권은지(오른쪽 두 번째) 선수와 박희문(맨 왼쪽) 선수... 연합뉴스 .. .. .. .. 우수한 성적으로 나란히 결선에 오르며 기대를 모았던 여자 10m 공기소총 권은지, 박희문 선수가 아쉽게도 대한민국 첫 메달 사냥에는 실패했다... .. .. .. .. 24일 도.."
1215,1,"23일 일본 도쿄 올림픽 주경기장에서 열린 개회식의 백미는 단연 ..‘픽토그램 쇼’였다... 현장에 있던 취재진들 사이에서도 성화 봉송 최종주자인 오사카 나오미(24)의 점화 장면을 제외하고는 가장 인상 깊었던 장면으로 꼽힌다. ..이날 픽토그램 쇼는 개회식이 다소 지루해지던 막판에 등장, 행사 전체의 집중도를 높인 효자 이벤트였다... 일본 유명 마임.."
1216,2,니혼게이자이신문(닛케이)과 영국 파이낸셜타임즈(FT)가 도쿄올림픽에서 한국이 금·은·동을 합쳐 21개 메달을 수상 것이라는 예측을 내놓았다... 미국이 가장 많은 121개의 메달을 딸 것으로 예상됐고 일본은 개최국의 이점을 살리면서 2016년 브라질 리오데자네이로 올림픽에 비해 15개 늘어난 56개 메달을 획득할 가능성이 있는 것으로 전망됐다. ..닛케..
1217,7,한국 양궁 여자 대표팀 안산(왼쪽)과 남자 대표팀 김제덕... 연합뉴스 2020 도쿄올림픽에 출전한 한국 국가대표팀의 첫 메달이 24일 나온다... 첫 금메달은 양궁에서 나올 것으로 보인다... 기대를 모은 사격에서는 첫 메달 사냥에 실패했다... .. .. .. .. 대한체육회 등에 따르면 우리 양궁 대표팀이 이날 오후 4시45분 일본 도쿄 유메노시마..
1218,7,한국사격대표팀 막내 권은지(19·울진군청)가 도쿄올림픽 사격 여자 10m 공기소총 메달 획득에 실패했다... 2차례 슛오프 끝에 아쉽게 7위에 그쳤다... .. .. .. .. 권은지는 24일 도쿄 아사카 사격장에서 열린 대회 결선에서 145.4점으로 7위를 기록했다... 본선 4위로 결선에 진출한 권은지는 5발까지 52.5점을 쏴 공동 선두였다... ..
